STATEFP20,COUNTYFP20,VTDST20,GEOID20,VTDI20,NAME20,NAMELSAD20,LSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20
34,039,055001,34039055001,A,New Providence borough voting district 1,New Providence borough voting district 1,00,G5240,N,656138,15708,+40.7154111,-074.4011040
34,039,015012,34039015012,P,Cranford township voting district 12,Cranford township voting district 12,00,G5240,S,389205,0,+40.6641691,-074.2964075
34,039,035404,34039035404,A,Hillside township ward 4 voting district 4,Hillside township ward 4 voting district 4,00,G5240,N,350195,0,+40.6995588,-074.2154598
34,039,045802,34039045802,A,Linden city ward 8 voting district 2,Linden city ward 8 voting district 2,00,G5240,N,748839,0,+40.6414863,-074.2221654
34,039,040003,34039040003,A,Kenilworth borough voting district 3,Kenilworth borough voting district 3,00,G5240,N,585483,0,+40.6753212,-074.2845836
34,039,045503,34039045503,A,Linden city ward 5 voting district 3,Linden city ward 5 voting district 3,00,G5240,N,84512,0,+40.6483733,-074.2418937
34,039,045803,34039045803,A,Linden city ward 8 voting district 3,Linden city ward 8 voting district 3,00,G5240,N,139037,0,+40.6448835,-074.2446057
34,039,015007,34039015007,A,Cranford township voting district 7,Cranford township voting district 7,00,G5240,N,474755,5693,+40.6569278,-074.3093713
34,039,015025,34039015025,A,Cranford township voting district 25,Cranford township voting district 25,00,G5240,N,243194,0,+40.6380521,-074.3027754
34,039,020201,34039020201,A,Elizabeth city ward 2 voting district 1,Elizabeth city ward 2 voting district 1,00,G5240,N,188000,0,+40.6578378,-074.2178224
34,039,020503,34039020503,A,Elizabeth city ward 5 voting district 3,Elizabeth city ward 5 voting district 3,00,G5240,N,381584,0,+40.6588165,-074.1924880
34,039,080010,34039080010,P,Scotch Plains township voting district 10,Scotch Plains township voting district 10,00,G5240,S,501986,0,+40.6518738,-074.3760086
34,039,070502,34039070502,A,Roselle borough ward 5 voting district 2,Roselle borough ward 5 voting district 2,00,G5240,N,473370,0,+40.6483888,-074.2729790
34,039,060303,34039060303,A,Plainfield city ward 3 voting district 3,Plainfield city ward 3 voting district 3,00,G5240,N,385243,0,+40.6054822,-074.3999906
34,039,090205,34039090205,A,Summit city ward 2 voting district 5,Summit city ward 2 voting district 5,00,G5240,N,496858,816,+40.6972695,-074.3788435
34,039,095047,34039095047,A,Union township voting district 47,Union township voting district 47,00,G5240,N,252455,0,+40.6818075,-074.2663384
34,039,015017,34039015017,P,Cranford township voting district 17,Cranford township voting district 17,00,G5240,S,285179,0,+40.6607273,-074.3241723
34,039,015010,34039015010,A,Cranford township voting district 10,Cranford township voting district 10,00,G5240,N,309221,3803,+40.6401253,-074.2961975
34,039,015005,34039015005,A,Cranford township voting district 5,Cranford township voting district 5,00,G5240,N,239891,0,+40.6484941,-074.2983507
34,039,045102,34039045102,A,Linden city ward 1 voting district 2,Linden city ward 1 voting district 2,00,G5240,N,325805,0,+40.6321741,-074.2687617
34,039,065304,34039065304,A,Rahway city ward 3 voting district 4,Rahway city ward 3 voting district 4,00,G5240,N,323093,0,+40.6021661,-074.3014708
34,039,045502,34039045502,A,Linden city ward 5 voting district 2,Linden city ward 5 voting district 2,00,G5240,N,315232,0,+40.6483899,-074.2381838
34,039,100101,34039100101,A,Westfield town ward 1 voting district 1,Westfield town ward 1 voting district 1,00,G5240,N,568873,0,+40.6513605,-074.3567867
34,039,090105,34039090105,A,Summit city ward 1 voting district 5,Summit city ward 1 voting district 5,00,G5240,N,981752,4932,+40.7259507,-074.3517898
34,039,085011,34039085011,A,Springfield township voting district 11,Springfield township voting district 11,00,G5240,N,2172797,0,+40.6835349,-074.3217127
34,039,002068,34039002068,A,Elizabeth city ward 6 voting district 8,Elizabeth city ward 6 voting district 8,00,G5240,N,267205,0,+40.6560077,-074.2030533
34,039,020401,34039020401,A,Elizabeth city ward 4 voting district 1,Elizabeth city ward 4 voting district 1,00,G5240,N,207437,0,+40.6887059,-074.2110848
34,039,090101,34039090101,A,Summit city ward 1 voting district 1,Summit city ward 1 voting district 1,00,G5240,N,662214,0,+40.7197662,-074.3410858
34,039,045801,34039045801,A,Linden city ward 8 voting district 1,Linden city ward 8 voting district 1,00,G5240,N,276597,0,+40.6454340,-074.2219325
34,039,025001,34039025001,A,Fanwood borough voting district 1,Fanwood borough voting district 1,00,G5240,N,503684,0,+40.6397133,-074.3951633
34,039,095002,34039095002,A,Union township voting district 2,Union township voting district 2,00,G5240,N,274269,0,+40.6838930,-074.2505059
34,039,045601,34039045601,A,Linden city ward 6 voting district 1,Linden city ward 6 voting district 1,00,G5240,N,1050711,17269,+40.6343716,-074.2408272
34,039,095016,34039095016,A,Union township voting district 16,Union township voting district 16,00,G5240,N,312060,0,+40.6739617,-074.2696988
34,039,095008,34039095008,A,Union township voting district 8,Union township voting district 8,00,G5240,N,554556,0,+40.7164899,-074.2868480
34,039,002048,34039002048,A,Elizabeth city ward 4 voting district 8,Elizabeth city ward 4 voting district 8,00,G5240,N,384940,6220,+40.6737594,-074.2179639
34,039,100404,34039100404,A,Westfield town ward 4 voting district 4,Westfield town ward 4 voting district 4,00,G5240,N,1327185,4366,+40.6290858,-074.3322297
34,039,100205,34039100205,A,Westfield town ward 2 voting district 5,Westfield town ward 2 voting district 5,00,G5240,N,1605535,24734,+40.6729423,-074.3389646
34,039,015003,34039015003,A,Cranford township voting district 3,Cranford township voting district 3,00,G5240,N,356039,0,+40.6586979,-074.2962746
34,039,020603,34039020603,A,Elizabeth city ward 6 voting district 3,Elizabeth city ward 6 voting district 3,00,G5240,N,421804,22543,+40.6541704,-074.2076268
34,039,020304,34039020304,A,Elizabeth city ward 3 voting district 4,Elizabeth city ward 3 voting district 4,00,G5240,N,203144,0,+40.6732220,-074.2356861
34,039,045403,34039045403,A,Linden city ward 4 voting district 3,Linden city ward 4 voting district 3,00,G5240,N,136104,0,+40.6398886,-074.2476588
34,039,085012,34039085012,A,Springfield township voting district 12,Springfield township voting district 12,00,G5240,N,378098,0,+40.6899825,-074.3355647
34,039,030004,34039030004,A,Garwood borough voting district 4,Garwood borough voting district 4,00,G5240,N,413563,0,+40.6543295,-074.3191469
34,039,025003,34039025003,A,Fanwood borough voting district 3,Fanwood borough voting district 3,00,G5240,N,571829,0,+40.6416424,-074.3776311
34,039,060402,34039060402,A,Plainfield city ward 4 voting district 2,Plainfield city ward 4 voting district 2,00,G5240,N,1220577,3273,+40.6036758,-074.4505060
34,039,020207,34039020207,A,Elizabeth city ward 2 voting district 7,Elizabeth city ward 2 voting district 7,00,G5240,N,1545604,191710,+40.6415697,-074.2016171
34,039,045703,34039045703,A,Linden city ward 7 voting district 3,Linden city ward 7 voting district 3,00,G5240,N,225889,4961,+40.6226003,-074.2424406
34,035,055007,34035055007,A,Manville borough voting district 7,Manville borough voting district 7,00,G5240,N,656127,19889,+40.5331422,-074.5922406
34,035,005005,34035005005,P,Bedminster township voting district 5,Bedminster township voting district 5,00,G5240,S,329490,0,+40.6498587,-074.6389629
34,035,050015,34035050015,A,Hillsborough township voting district 15,Hillsborough township voting district 15,00,G5240,N,1488946,8150,+40.5233014,-074.6504363
34,035,065002,34035065002,A,Montgomery township voting district 2,Montgomery township voting district 2,00,G5240,N,5227073,11805,+40.3970019,-074.6665159
34,035,030001,34035030001,A,Bridgewater township voting district 1,Bridgewater township voting district 1,00,G5240,N,1935633,89699,+40.5574511,-074.6632092
34,035,065008,34035065008,A,Montgomery township voting district 8,Montgomery township voting district 8,00,G5240,N,3306757,11449,+40.4322173,-074.6466020
34,035,100001,34035100001,P,Warren township voting district 1,Warren township voting district 1,00,G5240,S,2596595,0,+40.6365558,-074.5618448
34,035,030024,34035030024,A,Bridgewater township voting district 24,Bridgewater township voting district 24,00,G5240,N,3088190,0,+40.5986919,-074.5517427
34,035,040436,34035040436,A,Franklin township ward 4 voting district 36,Franklin township ward 4 voting district 36,00,G5240,N,547210,0,+40.5033960,-074.4929511
34,035,040217,34035040217,A,Franklin township ward 2 voting district 17,Franklin township ward 2 voting district 17,00,G5240,N,1068197,0,+40.5203787,-074.5412769
34,035,100013,34035100013,A,Warren township voting district 13,Warren township voting district 13,00,G5240,N,3647100,20840,+40.6011354,-074.5116797
34,035,030028,34035030028,A,Bridgewater township voting district 28,Bridgewater township voting district 28,00,G5240,N,1754664,0,+40.6238417,-074.6197202
34,035,095003,34035095003,A,South Bound Brook borough voting district 3,South Bound Brook borough voting district 3,00,G5240,N,388359,0,+40.5508665,-074.5291798
34,035,070010,34035070010,A,North Plainfield borough voting district 10,North Plainfield borough voting district 10,00,G5240,N,544543,0,+40.6264160,-074.4268934
34,035,040545,34035040545,A,Franklin township ward 5 voting district 45,Franklin township ward 5 voting district 45,00,G5240,N,387733,0,+40.4958232,-074.4637515
34,035,025016,34035025016,A,Branchburg township voting district 16,Branchburg township voting district 16,00,G5240,N,624916,3124,+40.5933388,-074.7167465
34,035,105005,34035105005,A,Watchung borough voting district 5,Watchung borough voting district 5,00,G5240,N,4383402,15849,+40.6375260,-074.4442022
34,035,040215,34035040215,A,Franklin township ward 2 voting district 15,Franklin township ward 2 voting district 15,00,G5240,N,2294379,53825,+40.5325985,-074.5131552
34,035,040221,34035040221,P,Franklin township ward 2 voting district 21,Franklin township ward 2 voting district 21,00,G5240,S,1008355,14652,+40.5101762,-074.5173725
34,035,080005,34035080005,A,Raritan borough voting district 5,Raritan borough voting district 5,00,G5240,N,1568640,6369,+40.5790193,-074.6433929
34,035,070003,34035070003,A,North Plainfield borough voting district 3,North Plainfield borough voting district 3,00,G5240,N,464171,0,+40.6254619,-074.4342889
34,039,045702,34039045702,A,Linden city ward 7 voting district 2,Linden city ward 7 voting district 2,00,G5240,N,3948729,89626,+40.6114193,-074.2467717
34,039,095045,34039095045,A,Union township voting district 45,Union township voting district 45,00,G5240,N,334613,0,+40.7029543,-074.2959763
34,039,065401,34039065401,A,Rahway city ward 4 voting district 1,Rahway city ward 4 voting district 1,00,G5240,N,1061858,147532,+40.6015112,-074.2662160
34,039,050008,34039050008,A,Mountainside borough voting district 8,Mountainside borough voting district 8,00,G5240,N,741636,0,+40.6826726,-074.3509060
34,039,100405,34039100405,A,Westfield town ward 4 voting district 5,Westfield town ward 4 voting district 5,00,G5240,N,735626,0,+40.6332658,-074.3274437
34,039,065102,34039065102,A,Rahway city ward 1 voting district 2,Rahway city ward 1 voting district 2,00,G5240,N,301415,0,+40.6057651,-074.2633505
34,039,015023,34039015023,A,Cranford township voting district 23,Cranford township voting district 23,00,G5240,N,332664,10014,+40.6597778,-074.3110034
34,039,095032,34039095032,A,Union township voting district 32,Union township voting district 32,00,G5240,N,436657,0,+40.6815230,-074.2591075
34,039,010401,34039010401,A,Clark township ward 4 voting district 1,Clark township ward 4 voting district 1,00,G5240,N,504261,290,+40.6231591,-074.3037966
34,039,095006,34039095006,A,Union township voting district 6,Union township voting district 6,00,G5240,N,433445,0,+40.7109620,-074.2765230
34,039,090204,34039090204,A,Summit city ward 2 voting district 4,Summit city ward 2 voting district 4,00,G5240,N,1790701,52186,+40.6979972,-074.3677236
34,039,020103,34039020103,A,Elizabeth city ward 1 voting district 3,Elizabeth city ward 1 voting district 3,00,G5240,N,470168,8389,+40.6461548,-074.2000843
34,039,020504,34039020504,A,Elizabeth city ward 5 voting district 4,Elizabeth city ward 5 voting district 4,00,G5240,N,489647,0,+40.6705741,-074.1979103
34,039,090208,34039090208,A,Summit city ward 2 voting district 8,Summit city ward 2 voting district 8,00,G5240,N,339832,0,+40.7141067,-074.3673886
34,039,010304,34039010304,A,Clark township ward 3 voting district 4,Clark township ward 3 voting district 4,00,G5240,N,427197,0,+40.6217752,-074.2960107
34,039,080003,34039080003,A,Scotch Plains township voting district 3,Scotch Plains township voting district 3,00,G5240,N,431956,0,+40.6524904,-074.3906547
34,039,095029,34039095029,A,Union township voting district 29,Union township voting district 29,00,G5240,N,249744,0,+40.7060897,-074.2896982
34,039,010404,34039010404,P,Clark township ward 4 voting district 4,Clark township ward 4 voting district 4,00,G5240,S,1255817,3521,+40.6108789,-074.3144505
34,039,020606,34039020606,A,Elizabeth city ward 6 voting district 6,Elizabeth city ward 6 voting district 6,00,G5240,N,212656,0,+40.6613163,-074.2028184
34,039,090109,34039090109,A,Summit city ward 1 voting district 9,Summit city ward 1 voting district 9,00,G5240,N,583902,14352,+40.7332411,-074.3697610
34,039,015013,34039015013,P,Cranford township voting district 13,Cranford township voting district 13,00,G5240,S,693976,0,+40.6532450,-074.2886422
34,039,060309,34039060309,A,Plainfield city ward 3 voting district 9,Plainfield city ward 3 voting district 9,00,G5240,N,429568,0,+40.6058097,-074.4255356
34,039,100106,34039100106,A,Westfield town ward 1 voting district 6,Westfield town ward 1 voting district 6,00,G5240,N,485023,0,+40.6577073,-074.3467505
34,039,020209,34039020209,A,Elizabeth city ward 2 voting district 9,Elizabeth city ward 2 voting district 9,00,G5240,N,213644,0,+40.6545742,-074.2144920
34,039,020301,34039020301,A,Elizabeth city ward 3 voting district 1,Elizabeth city ward 3 voting district 1,00,G5240,N,229311,0,+40.6695440,-074.2488389
34,039,045904,34039045904,A,Linden city ward 9 voting district 4,Linden city ward 9 voting district 4,00,G5240,N,322522,0,+40.6399858,-074.2739806
34,039,060205,34039060205,A,Plainfield city ward 2 voting district 5,Plainfield city ward 2 voting district 5,00,G5240,N,383505,0,+40.6098943,-074.4026312
34,039,045903,34039045903,A,Linden city ward 9 voting district 3,Linden city ward 9 voting district 3,00,G5240,N,251272,0,+40.6377348,-074.2687326
34,039,060203,34039060203,A,Plainfield city ward 2 voting district 3,Plainfield city ward 2 voting district 3,00,G5240,N,508887,0,+40.6286522,-074.3885548
34,039,046002,34039046002,A,Linden city ward 10 voting district 2,Linden city ward 10 voting district 2,00,G5240,N,205880,0,+40.6333616,-074.2747204
34,039,005001,34039005001,A,Berkeley Heights township voting district 1,Berkeley Heights township voting district 1,00,G5240,N,1284023,1255,+40.6849558,-074.4253732
34,039,046905,34039046905,A,Linden city ward 9 voting district 5,Linden city ward 9 voting district 5,00,G5240,N,134237,0,+40.6351754,-074.2721044
34,039,060107,34039060107,A,Plainfield city ward 1 voting district 7,Plainfield city ward 1 voting district 7,00,G5240,N,397798,0,+40.6323416,-074.4073627
34,039,020510,34039020510,A,Elizabeth city ward 5 voting district 10,Elizabeth city ward 5 voting district 10,00,G5240,N,148364,0,+40.6737113,-074.2074862
34,039,090106,34039090106,A,Summit city ward 1 voting district 6,Summit city ward 1 voting district 6,00,G5240,N,368161,0,+40.7206415,-074.3616621
34,039,060106,34039060106,A,Plainfield city ward 1 voting district 6,Plainfield city ward 1 voting district 6,00,G5240,N,276852,0,+40.6384077,-074.4112782
34,039,070201,34039070201,A,Roselle borough ward 2 voting district 1,Roselle borough ward 2 voting district 1,00,G5240,N,276700,0,+40.6602858,-074.2551281
34,039,095038,34039095038,A,Union township voting district 38,Union township voting district 38,00,G5240,N,197525,0,+40.7151898,-074.2715521
34,039,002065,34039002065,A,Elizabeth city ward 6 voting district 5,Elizabeth city ward 6 voting district 5,00,G5240,N,213086,0,+40.6602728,-074.2249544
34,039,020505,34039020505,A,Elizabeth city ward 5 voting district 5,Elizabeth city ward 5 voting district 5,00,G5240,N,133150,0,+40.6694773,-074.2038389
34,039,060306,34039060306,A,Plainfield city ward 3 voting district 6,Plainfield city ward 3 voting district 6,00,G5240,N,340448,0,+40.6029938,-074.4186895
34,039,015029,34039015029,P,Cranford township voting district 29,Cranford township voting district 29,00,G5240,S,424974,0,+40.6464136,-074.3039695
34,039,005009,34039005009,A,Berkeley Heights township voting district 9,Berkeley Heights township voting district 9,00,G5240,N,3114580,3188,+40.6838584,-074.3938211
34,039,020105,34039020105,A,Elizabeth city ward 1 voting district 5,Elizabeth city ward 1 voting district 5,00,G5240,N,10190625,2986602,+40.6726095,-074.1686583
34,039,045701,34039045701,A,Linden city ward 7 voting district 1,Linden city ward 7 voting district 1,00,G5240,N,10434783,1601813,+40.6229985,-074.2126777
34,039,085006,34039085006,A,Springfield township voting district 6,Springfield township voting district 6,00,G5240,N,929068,1641,+40.7154390,-074.3290028
34,039,065403,34039065403,A,Rahway city ward 4 voting district 3,Rahway city ward 4 voting district 3,00,G5240,N,484968,0,+40.5992561,-074.2805379
34,039,055010,34039055010,A,New Providence borough voting district 10,New Providence borough voting district 10,00,G5240,N,1145208,3847,+40.6922586,-074.4174115
34,039,025002,34039025002,A,Fanwood borough voting district 2,Fanwood borough voting district 2,00,G5240,N,413405,0,+40.6428975,-074.3911297
34,039,085007,34039085007,A,Springfield township voting district 7,Springfield township voting district 7,00,G5240,N,544350,848,+40.7073746,-074.3241949
34,039,070401,34039070401,A,Roselle borough ward 4 voting district 1,Roselle borough ward 4 voting district 1,00,G5240,N,406884,0,+40.6579387,-074.2679407
34,039,020405,34039020405,A,Elizabeth city ward 4 voting district 5,Elizabeth city ward 4 voting district 5,00,G5240,N,197680,0,+40.6846994,-074.2125101
34,039,045902,34039045902,A,Linden city ward 9 voting district 2,Linden city ward 9 voting district 2,00,G5240,N,259800,0,+40.6413815,-074.2789658
34,039,020202,34039020202,A,Elizabeth city ward 2 voting district 2,Elizabeth city ward 2 voting district 2,00,G5240,N,250707,0,+40.6579293,-074.2277458
34,039,090209,34039090209,A,Summit city ward 2 voting district 9,Summit city ward 2 voting district 9,00,G5240,N,496150,0,+40.7070014,-074.3707920
34,039,090207,34039090207,A,Summit city ward 2 voting district 7,Summit city ward 2 voting district 7,00,G5240,N,638693,0,+40.7123664,-074.3594262
34,039,060208,34039060208,A,Plainfield city ward 2 voting district 8,Plainfield city ward 2 voting district 8,00,G5240,N,378178,0,+40.6249786,-074.4006474
34,039,095013,34039095013,P,Union township voting district 13,Union township voting district 13,00,G5240,S,303997,0,+40.6858317,-074.2605441
34,039,080014,34039080014,P,Scotch Plains township voting district 14,Scotch Plains township voting district 14,00,G5240,S,697968,0,+40.6365001,-074.3637421
34,039,045201,34039045201,A,Linden city ward 2 voting district 1,Linden city ward 2 voting district 1,00,G5240,N,341218,0,+40.6310574,-074.2575127
34,039,100204,34039100204,A,Westfield town ward 2 voting district 4,Westfield town ward 2 voting district 4,00,G5240,N,542346,0,+40.6631211,-074.3445566
34,039,095044,34039095044,A,Union township voting district 44,Union township voting district 44,00,G5240,N,173248,0,+40.7099020,-074.2854493
34,039,075202,34039075202,A,Roselle Park borough ward 2 voting district 2,Roselle Park borough ward 2 voting district 2,00,G5240,N,393465,0,+40.6687129,-074.2609819
34,039,050002,34039050002,A,Mountainside borough voting district 2,Mountainside borough voting district 2,00,G5240,N,2249943,21695,+40.6948672,-074.3620919
34,039,095025,34039095025,A,Union township voting district 25,Union township voting district 25,00,G5240,N,804512,0,+40.6892049,-074.2803327
34,039,015015,34039015015,A,Cranford township voting district 15,Cranford township voting district 15,00,G5240,N,274880,0,+40.6491624,-074.3157467
34,039,035401,34039035401,A,Hillside township ward 4 voting district 1,Hillside township ward 4 voting district 1,00,G5240,N,878986,23043,+40.6861892,-074.2277194
34,039,040001,34039040001,A,Kenilworth borough voting district 1,Kenilworth borough voting district 1,00,G5240,N,845011,0,+40.6791596,-074.3046976
34,039,065604,34039065604,A,Rahway city ward 6 voting district 4,Rahway city ward 6 voting district 4,00,G5240,N,410584,25641,+40.6096555,-074.2989107
34,039,015009,34039015009,A,Cranford township voting district 9,Cranford township voting district 9,00,G5240,N,415214,0,+40.6700839,-074.2993861
34,039,090103,34039090103,A,Summit city ward 1 voting district 3,Summit city ward 1 voting district 3,00,G5240,N,570760,0,+40.7161851,-074.3487520
34,039,030003,34039030003,A,Garwood borough voting district 3,Garwood borough voting district 3,00,G5240,N,425859,0,+40.6541076,-074.3270905
34,039,020107,34039020107,A,Elizabeth city ward 1 voting district 7,Elizabeth city ward 1 voting district 7,00,G5240,N,214467,0,+40.6513934,-074.1896651
34,039,020101,34039020101,A,Elizabeth city ward 1 voting district 1,Elizabeth city ward 1 voting district 1,00,G5240,N,436927,19124,+40.6461893,-074.1936362
34,039,035102,34039035102,A,Hillside township ward 1 voting district 2,Hillside township ward 1 voting district 2,00,G5240,N,465240,0,+40.7055942,-074.2306403
34,039,015020,34039015020,A,Cranford township voting district 20,Cranford township voting district 20,00,G5240,N,175781,0,+40.6659262,-074.3029741
34,039,095011,34039095011,A,Union township voting district 11,Union township voting district 11,00,G5240,N,325356,0,+40.6960550,-074.2794748
34,039,095040,34039095040,A,Union township voting district 40,Union township voting district 40,00,G5240,N,345570,0,+40.7053518,-074.2556105
34,039,020305,34039020305,A,Elizabeth city ward 3 voting district 5,Elizabeth city ward 3 voting district 5,00,G5240,N,199712,0,+40.6722418,-074.2278464
34,039,005005,34039005005,A,Berkeley Heights township voting district 5,Berkeley Heights township voting district 5,00,G5240,N,997107,0,+40.6611205,-074.4426005
34,039,046001,34039046001,A,Linden city ward 10 voting district 1,Linden city ward 10 voting district 1,00,G5240,N,306687,0,+40.6376135,-074.2834335
34,039,095027,34039095027,A,Union township voting district 27,Union township voting district 27,00,G5240,N,326580,0,+40.7106682,-074.2548301
34,039,035402,34039035402,A,Hillside township ward 4 voting district 2,Hillside township ward 4 voting district 2,00,G5240,N,424105,3188,+40.6841408,-074.2175765
34,039,085013,34039085013,A,Springfield township voting district 13,Springfield township voting district 13,00,G5240,N,2433465,5595,+40.6979658,-074.3344355
34,039,065204,34039065204,A,Rahway city ward 2 voting district 4,Rahway city ward 2 voting district 4,00,G5240,N,184077,0,+40.6246685,-074.2785867
34,039,090112,34039090112,A,Summit city ward 1 voting district 12,Summit city ward 1 voting district 12,00,G5240,N,687478,0,+40.7178356,-074.3773713
34,039,095023,34039095023,A,Union township voting district 23,Union township voting district 23,00,G5240,N,436086,0,+40.6835240,-074.2713964
34,039,015016,34039015016,P,Cranford township voting district 16,Cranford township voting district 16,00,G5240,S,361046,0,+40.6642751,-074.3138514
34,039,015008,34039015008,A,Cranford township voting district 8,Cranford township voting district 8,00,G5240,N,582792,0,+40.6613595,-074.2883057
34,039,065303,34039065303,A,Rahway city ward 3 voting district 3,Rahway city ward 3 voting district 3,00,G5240,N,305786,0,+40.6025416,-074.2936066
34,039,090110,34039090110,A,Summit city ward 1 voting district 10,Summit city ward 1 voting district 10,00,G5240,N,582755,7414,+40.7295855,-074.3744930
34,039,075501,34039075501,A,Roselle Park borough ward 5 voting district 1,Roselle Park borough ward 5 voting district 1,00,G5240,N,316608,0,+40.6673048,-074.2725350
34,017,050803,34017050803,A,Union City city ward 8 voting district 3,Union City city ward 8 voting district 3,00,G5240,N,128630,0,+40.7758671,-074.0272367
34,017,040602,34017040602,A,North Bergen township ward 6 voting district 2,North Bergen township ward 6 voting district 2,00,G5240,N,434663,0,+40.7876466,-074.0264311
34,017,025401,34017025401,A,Hoboken city ward 4 voting district 1,Hoboken city ward 4 voting district 1,00,G5240,N,113534,0,+40.7378523,-074.0416307
34,017,030E19,34017030E19,A,Jersey City city ward E voting district 19,Jersey City city ward E voting district 19,00,G5240,N,216093,0,+40.7290690,-074.0497426
34,017,025106,34017025106,A,Hoboken city ward 1 voting district 6,Hoboken city ward 1 voting district 6,00,G5240,N,122849,0,+40.7375359,-074.0356247
34,017,050302,34017050302,A,Union City city ward 3 voting district 2,Union City city ward 3 voting district 2,00,G5240,N,76164,0,+40.7610695,-074.0337855
34,017,050104,34017050104,A,Union City city ward 1 voting district 4,Union City city ward 1 voting district 4,00,G5240,N,71496,0,+40.7565101,-074.0395923
34,017,030B25,34017030B25,A,Jersey City city ward B voting district 25,Jersey City city ward B voting district 25,00,G5240,N,86886,0,+40.7287008,-074.0803711
34,017,060209,34017060209,A,West New York town ward 2 voting district 9,West New York town ward 2 voting district 9,00,G5240,N,41317,0,+40.7882984,-074.0131813
34,017,005318,34017005318,A,Bayonne city ward 3 voting district 18,Bayonne city ward 3 voting district 18,00,G5240,N,157037,0,+40.6892366,-074.1028920
34,017,035308,34017035308,A,Kearny town ward 3 voting district 8,Kearny town ward 3 voting district 8,00,G5240,N,260344,53737,+40.7700282,-074.1515041
34,017,025602,34017025602,A,Hoboken city ward 6 voting district 2,Hoboken city ward 6 voting district 2,00,G5240,N,238973,247242,+40.7441618,-074.0232570
34,017,035407,34017035407,A,Kearny town ward 4 voting district 7,Kearny town ward 4 voting district 7,00,G5240,N,240624,0,+40.7670114,-074.1412454
34,017,060102,34017060102,A,West New York town ward 1 voting district 2,West New York town ward 1 voting district 2,00,G5240,N,144285,120280,+40.7790248,-074.0086429
34,017,030D22,34017030D22,A,Jersey City city ward D voting district 22,Jersey City city ward D voting district 22,00,G5240,N,952863,0,+40.7610867,-074.0571583
34,017,025304,34017025304,A,Hoboken city ward 3 voting district 4,Hoboken city ward 3 voting district 4,00,G5240,N,73993,0,+40.7452511,-074.0380174
34,017,060203,34017060203,A,West New York town ward 2 voting district 3,West New York town ward 2 voting district 3,00,G5240,N,101670,0,+40.7916317,-074.0198020
34,017,040301,34017040301,A,North Bergen township ward 3 voting district 1,North Bergen township ward 3 voting district 1,00,G5240,N,106188,0,+40.8021647,-074.0088234
34,017,005307,34017005307,A,Bayonne city ward 3 voting district 7,Bayonne city ward 3 voting district 7,00,G5240,N,207625,0,+40.6737718,-074.1057509
34,017,030B32,34017030B32,A,Jersey City city ward B voting district 32,Jersey City city ward B voting district 32,00,G5240,N,84251,0,+40.7185490,-074.0900646
34,017,025506,34017025506,A,Hoboken city ward 5 voting district 6,Hoboken city ward 5 voting district 6,00,G5240,N,202004,0,+40.7502203,-074.0346428
34,017,005106,34017005106,A,Bayonne city ward 1 voting district 6,Bayonne city ward 1 voting district 6,00,G5240,N,163474,0,+40.6499667,-074.1292087
34,017,030F25,34017030F25,A,Jersey City city ward F voting district 25,Jersey City city ward F voting district 25,00,G5240,N,86298,0,+40.7063625,-074.0818673
34,017,030A20,34017030A20,A,Jersey City city ward A voting district 20,Jersey City city ward A voting district 20,00,G5240,N,93491,0,+40.7012497,-074.0900075
34,017,060103,34017060103,A,West New York town ward 1 voting district 3,West New York town ward 1 voting district 3,00,G5240,N,51382,0,+40.7837299,-074.0176914
34,017,040605,34017040605,A,North Bergen township ward 6 voting district 5,North Bergen township ward 6 voting district 5,00,G5240,N,783129,3728,+40.7799202,-074.0411467
34,017,030A26,34017030A26,A,Jersey City city ward A voting district 26,Jersey City city ward A voting district 26,00,G5240,N,77436,0,+40.7058768,-074.0901148
34,017,030A11,34017030A11,A,Jersey City city ward A voting district 11,Jersey City city ward A voting district 11,00,G5240,N,90965,0,+40.6898030,-074.0940131
34,017,035301,34017035301,A,Kearny town ward 3 voting district 1,Kearny town ward 3 voting district 1,00,G5240,N,153244,0,+40.7780707,-074.1379715
34,017,040103,34017040103,A,North Bergen township ward 1 voting district 3,North Bergen township ward 1 voting district 3,00,G5240,N,132043,0,+40.7979131,-074.0000468
34,017,030A34,34017030A34,A,Jersey City city ward A voting district 34,Jersey City city ward A voting district 34,00,G5240,N,1248671,2909570,+40.6851074,-074.0705578
34,017,030F12,34017030F12,A,Jersey City city ward F voting district 12,Jersey City city ward F voting district 12,00,G5240,N,101652,0,+40.7145735,-074.0707972
34,017,035201,34017035201,A,Kearny town ward 2 voting district 1,Kearny town ward 2 voting district 1,00,G5240,N,151945,0,+40.7629760,-074.1473571
34,017,050201,34017050201,A,Union City city ward 2 voting district 1,Union City city ward 2 voting district 1,00,G5240,N,109581,0,+40.7571939,-074.0430533
34,017,055203,34017055203,A,Weehawken township ward 2 voting district 3,Weehawken township ward 2 voting district 3,00,G5240,N,152215,0,+40.7727933,-074.0187474
34,017,030B31,34017030B31,A,Jersey City city ward B voting district 31,Jersey City city ward B voting district 31,00,G5240,N,60755,0,+40.7182609,-074.0865909
